countries, product, quantity, price
GH,Product-6121,291,94.41
KE,Product-6122,630,79.59
ZA,Product-6123,811,15.29
MA,Product-6124,592,78.00
NG,Product-6125,711,45.54
GH,Product-6126,405,58.34
KE,Product-6127,202,97.92
ZA,Product-6128,936,70.71
MA,Product-6129,863,34.84
NG,Product-6130,305,36.51
GH,Product-6131,214,66.10
KE,Product-6132,596,53.91
ZA,Product-6133,313,81.97
MA,Product-6134,438,74.21
NG,Product-6135,48,53.17
GH,Product-6136,344,36.08
KE,Product-6137,692,56.73
ZA,Product-6138,176,62.69
MA,Product-6139,79,41.12
NG,Product-6140,857,70.94
GH,Product-6141,932,39.07
KE,Product-6142,870,99.00
ZA,Product-6143,524,95.05
MA,Product-6144,883,52.03
NG,Product-6145,680,79.60
GH,Product-6146,631,28.83
KE,Product-6147,550,47.84
ZA,Product-6148,448,79.36
MA,Product-6149,533,54.47
NG,Product-6150,962,10.83
GH,Product-6151,921,51.04
KE,Product-6152,565,50.70
ZA,Product-6153,86,66.59
MA,Product-6154,557,26.96
NG,Product-6155,620,16.07
GH,Product-6156,185,22.97
KE,Product-6157,774,76.44
ZA,Product-6158,948,16.44
MA,Product-6159,544,99.35
NG,Product-6160,107,15.18
GH,Product-6161,499,64.21
KE,Product-6162,447,49.51
ZA,Product-6163,330,67.14
MA,Product-6164,914,69.92
NG,Product-6165,27,84.02
GH,Product-6166,27,2.81
KE,Product-6167,781,48.69
ZA,Product-6168,401,63.40
MA,Product-6169,387,7.32
NG,Product-6170,485,4.70
GH,Product-6171,897,49.47
KE,Product-6172,274,26.67
ZA,Product-6173,658,83.60
MA,Product-6174,646,9.01
NG,Product-6175,466,84.97
GH,Product-6176,941,58.59
KE,Product-6177,661,70.34
ZA,Product-6178,679,9.99
MA,Product-6179,20,66.23
NG,Product-6180,27,60.42
GH,Product-6181,240,18.56
KE,Product-6182,363,62.72
ZA,Product-6183,599,46.16
MA,Product-6184,268,53.86
NG,Product-6185,606,57.46
GH,Product-6186,632,53.45
KE,Product-6187,5,36.16
ZA,Product-6188,701,26.88
MA,Product-6189,46,2.22
NG,Product-6190,870,58.88
GH,Product-6191,368,64.10
KE,Product-6192,387,62.62
ZA,Product-6193,187,80.71
MA,Product-6194,484,42.54
NG,Product-6195,744,9.22
GH,Product-6196,141,11.04
KE,Product-6197,407,42.67
ZA,Product-6198,17,17.06
MA,Product-6199,56,17.41
NG,Product-6200,215,60.44
GH,Product-6201,440,47.74
KE,Product-6202,697,43.15
ZA,Product-6203,580,56.16
MA,Product-6204,35,60.52
NG,Product-6205,932,20.46
GH,Product-6206,170,45.60
KE,Product-6207,65,32.59
ZA,Product-6208,104,6.89
MA,Product-6209,870,90.08
NG,Product-6210,74,44.57
GH,Product-6211,688,87.02
KE,Product-6212,180,62.90
ZA,Product-6213,617,18.83
MA,Product-6214,901,45.91
NG,Product-6215,732,43.29
GH,Product-6216,491,22.05
KE,Product-6217,691,2.26
ZA,Product-6218,854,14.67
MA,Product-6219,392,69.28
NG,Product-6220,477,81.08
GH,Product-6221,982,81.07
KE,Product-6222,80,33.97
ZA,Product-6223,510,76.08
MA,Product-6224,661,80.38
NG,Product-6225,748,55.55
GH,Product-6226,682,79.43
KE,Product-6227,362,35.21
ZA,Product-6228,669,99.67
MA,Product-6229,441,49.83
NG,Product-6230,899,90.45
GH,Product-6231,641,49.66
KE,Product-6232,592,28.58
ZA,Product-6233,838,42.95
MA,Product-6234,847,28.89
NG,Product-6235,480,81.40
GH,Product-6236,180,10.74
KE,Product-6237,280,91.76
ZA,Product-6238,731,15.88
MA,Product-6239,209,64.42
NG,Product-6240,587,62.57
GH,Product-6241,19,43.56
KE,Product-6242,598,97.94
ZA,Product-6243,4,91.31
MA,Product-6244,859,91.79
NG,Product-6245,459,55.41
GH,Product-6246,853,7.78
KE,Product-6247,235,85.01
ZA,Product-6248,525,78.38
MA,Product-6249,880,3.40
NG,Product-6250,127,60.31
GH,Product-6251,62,9.40
KE,Product-6252,466,4.93
ZA,Product-6253,889,94.75
MA,Product-6254,212,37.48
NG,Product-6255,661,44.82
GH,Product-6256,744,91.35
KE,Product-6257,917,7.39
ZA,Product-6258,35,76.63
MA,Product-6259,237,24.73
NG,Product-6260,375,40.73
GH,Product-6261,809,26.53
KE,Product-6262,370,37.00
ZA,Product-6263,520,71.57
MA,Product-6264,899,68.68
NG,Product-6265,16,94.02
GH,Product-6266,569,50.45
KE,Product-6267,37,1.51
ZA,Product-6268,723,27.37
MA,Product-6269,52,45.19
NG,Product-6270,587,11.79
GH,Product-6271,582,19.97
KE,Product-6272,169,72.15
ZA,Product-6273,821,15.72
MA,Product-6274,917,82.40
NG,Product-6275,204,20.43
GH,Product-6276,102,88.82
KE,Product-6277,623,55.25
ZA,Product-6278,534,10.14
MA,Product-6279,863,55.83
NG,Product-6280,501,44.50
GH,Product-6281,604,56.27
KE,Product-6282,922,80.86
ZA,Product-6283,285,75.72
MA,Product-6284,846,70.42
NG,Product-6285,810,53.03
GH,Product-6286,701,7.01
KE,Product-6287,22,37.66
ZA,Product-6288,194,11.42
MA,Product-6289,0,59.31
NG,Product-6290,185,10.03
GH,Product-6291,213,40.95
KE,Product-6292,409,29.50
ZA,Product-6293,358,11.28
MA,Product-6294,411,76.83
NG,Product-6295,398,11.52
GH,Product-6296,644,66.01
KE,Product-6297,116,36.60
ZA,Product-6298,709,76.11
MA,Product-6299,855,6.19
NG,Product-6300,734,61.57
GH,Product-6301,707,78.77
KE,Product-6302,623,16.09
ZA,Product-6303,53,19.56
MA,Product-6304,475,15.16
NG,Product-6305,756,57.16
GH,Product-6306,631,34.64
KE,Product-6307,774,90.22
ZA,Product-6308,87,71.86
MA,Product-6309,867,99.43
NG,Product-6310,979,63.78
GH,Product-6311,249,31.86
KE,Product-6312,492,39.86
ZA,Product-6313,13,33.51
MA,Product-6314,737,30.30
NG,Product-6315,949,39.24
GH,Product-6316,191,51.13
KE,Product-6317,888,97.29
ZA,Product-6318,818,19.46
MA,Product-6319,746,39.94
NG,Product-6320,799,13.20
GH,Product-6321,909,32.73
KE,Product-6322,528,59.56
ZA,Product-6323,686,31.00
MA,Product-6324,343,67.12
NG,Product-6325,816,97.89
GH,Product-6326,516,2.91
KE,Product-6327,305,88.05
ZA,Product-6328,856,45.92
MA,Product-6329,737,3.08
NG,Product-6330,91,35.58
GH,Product-6331,371,49.86
KE,Product-6332,799,39.25
ZA,Product-6333,902,83.44
MA,Product-6334,53,15.75
NG,Product-6335,238,87.27
GH,Product-6336,558,99.66
KE,Product-6337,86,29.05
ZA,Product-6338,558,6.44
MA,Product-6339,982,26.85
NG,Product-6340,245,5.28
GH,Product-6341,243,75.06
KE,Product-6342,584,60.38
ZA,Product-6343,164,22.20
MA,Product-6344,905,44.81
NG,Product-6345,248,27.01
GH,Product-6346,824,44.56
KE,Product-6347,573,45.13
ZA,Product-6348,466,58.81
MA,Product-6349,80,14.23
NG,Product-6350,278,0.66
GH,Product-6351,690,29.65
KE,Product-6352,308,57.78
ZA,Product-6353,144,50.61
MA,Product-6354,323,67.67
NG,Product-6355,463,87.66
GH,Product-6356,379,54.43
KE,Product-6357,252,0.48
ZA,Product-6358,675,48.01
MA,Product-6359,206,2.43
NG,Product-6360,125,53.17
GH,Product-6361,77,85.89
KE,Product-6362,874,81.03
ZA,Product-6363,989,95.08
MA,Product-6364,824,17.00
NG,Product-6365,181,60.97
GH,Product-6366,618,73.36
KE,Product-6367,52,6.71
ZA,Product-6368,38,50.63
MA,Product-6369,306,48.19
NG,Product-6370,216,14.49
GH,Product-6371,508,15.50
KE,Product-6372,881,66.89
ZA,Product-6373,991,64.69
MA,Product-6374,584,4.32
NG,Product-6375,820,45.65
GH,Product-6376,392,93.94
KE,Product-6377,221,43.25
ZA,Product-6378,0,16.23
MA,Product-6379,338,1.00
NG,Product-6380,637,82.90
GH,Product-6381,876,68.91
KE,Product-6382,386,44.78
ZA,Product-6383,578,50.79
MA,Product-6384,878,0.49
NG,Product-6385,433,59.93
GH,Product-6386,483,92.47
KE,Product-6387,824,33.42
ZA,Product-6388,239,7.55
MA,Product-6389,832,26.13
NG,Product-6390,718,44.71
GH,Product-6391,492,15.12
KE,Product-6392,620,63.84
ZA,Product-6393,503,54.94
MA,Product-6394,694,2.32
NG,Product-6395,114,48.87
GH,Product-6396,411,99.48
KE,Product-6397,407,44.00
ZA,Product-6398,596,53.88
MA,Product-6399,251,73.19
NG,Product-6400,352,20.49
GH,Product-6401,142,62.85
KE,Product-6402,295,26.73
ZA,Product-6403,745,41.17
MA,Product-6404,682,66.58
NG,Product-6405,150,36.36
GH,Product-6406,748,64.67
KE,Product-6407,78,24.08
ZA,Product-6408,953,11.99
MA,Product-6409,14,0.01
NG,Product-6410,327,23.58
GH,Product-6411,484,61.56
KE,Product-6412,18,43.36
ZA,Product-6413,896,0.13
MA,Product-6414,661,86.25
NG,Product-6415,207,93.80
GH,Product-6416,990,43.14
KE,Product-6417,500,11.32
ZA,Product-6418,96,35.40
MA,Product-6419,339,23.49
NG,Product-6420,442,95.62
GH,Product-6421,20,18.92
KE,Product-6422,688,30.25
ZA,Product-6423,832,15.88
MA,Product-6424,608,53.39
NG,Product-6425,105,93.94
GH,Product-6426,981,66.04
KE,Product-6427,139,58.82
ZA,Product-6428,125,54.64
MA,Product-6429,289,24.33
NG,Product-6430,407,34.60
GH,Product-6431,840,42.49
KE,Product-6432,91,73.98
ZA,Product-6433,805,1.83
MA,Product-6434,443,13.90
NG,Product-6435,851,11.81
GH,Product-6436,122,49.48
KE,Product-6437,901,22.00
ZA,Product-6438,261,87.71
MA,Product-6439,310,70.02
NG,Product-6440,769,67.93
GH,Product-6441,546,81.45
KE,Product-6442,918,21.42
ZA,Product-6443,24,39.23
MA,Product-6444,629,69.60
NG,Product-6445,130,47.84
GH,Product-6446,459,85.26
KE,Product-6447,835,86.86
ZA,Product-6448,901,43.48
MA,Product-6449,392,73.82
NG,Product-6450,47,39.79
GH,Product-6451,652,37.30
KE,Product-6452,215,68.27
ZA,Product-6453,484,1.45
MA,Product-6454,907,51.69
NG,Product-6455,441,78.99
GH,Product-6456,346,7.15
KE,Product-6457,522,89.17
ZA,Product-6458,317,10.66
MA,Product-6459,836,9.67
NG,Product-6460,941,81.50
GH,Product-6461,115,2.71
KE,Product-6462,419,46.13
ZA,Product-6463,429,55.13
MA,Product-6464,754,8.41
NG,Product-6465,715,67.05
GH,Product-6466,230,80.07
KE,Product-6467,54,50.11
ZA,Product-6468,364,39.14
MA,Product-6469,493,76.81
NG,Product-6470,732,44.11
GH,Product-6471,792,76.54
KE,Product-6472,827,33.66
ZA,Product-6473,12,46.42
MA,Product-6474,424,70.50
NG,Product-6475,687,76.26
GH,Product-6476,558,95.85
KE,Product-6477,807,0.38
ZA,Product-6478,619,27.10
MA,Product-6479,836,11.64
NG,Product-6480,518,30.94
GH,Product-6481,272,72.77
KE,Product-6482,736,46.90
ZA,Product-6483,384,51.72
MA,Product-6484,487,85.29
NG,Product-6485,586,22.25
GH,Product-6486,611,16.24
KE,Product-6487,285,43.99
ZA,Product-6488,206,35.55
MA,Product-6489,340,54.04
NG,Product-6490,210,20.96
GH,Product-6491,205,31.20
KE,Product-6492,597,17.94
ZA,Product-6493,437,22.29
MA,Product-6494,861,29.13
NG,Product-6495,625,81.05
GH,Product-6496,419,93.68
KE,Product-6497,438,30.65
ZA,Product-6498,218,50.25
MA,Product-6499,538,99.08
NG,Product-6500,610,81.94
GH,Product-6501,803,54.64
KE,Product-6502,378,25.87
ZA,Product-6503,804,34.23
MA,Product-6504,203,42.56
NG,Product-6505,874,78.84
GH,Product-6506,836,27.37
KE,Product-6507,282,82.33
ZA,Product-6508,939,59.61
MA,Product-6509,205,82.47
NG,Product-6510,51,6.01
GH,Product-6511,921,51.54
KE,Product-6512,35,14.68
ZA,Product-6513,938,43.41
MA,Product-6514,232,4.41
NG,Product-6515,395,57.31
GH,Product-6516,543,33.12
KE,Product-6517,769,49.09
ZA,Product-6518,564,55.49
MA,Product-6519,757,70.57
NG,Product-6520,879,92.23
GH,Product-6521,277,55.35
KE,Product-6522,814,45.03
ZA,Product-6523,494,92.75
MA,Product-6524,231,81.63
NG,Product-6525,938,48.94
GH,Product-6526,245,7.08
KE,Product-6527,888,93.90
ZA,Product-6528,317,21.18
MA,Product-6529,742,80.59
NG,Product-6530,662,17.58
GH,Product-6531,23,15.77
KE,Product-6532,853,42.16
ZA,Product-6533,186,91.18
MA,Product-6534,432,30.10
NG,Product-6535,162,21.41
GH,Product-6536,949,64.87
KE,Product-6537,833,88.55
ZA,Product-6538,573,55.02
MA,Product-6539,925,53.27
NG,Product-6540,686,58.04
GH,Product-6541,342,36.84
KE,Product-6542,373,0.02
ZA,Product-6543,698,74.61
MA,Product-6544,368,76.76
NG,Product-6545,168,97.07
GH,Product-6546,97,8.53
KE,Product-6547,400,32.76
ZA,Product-6548,818,25.30
MA,Product-6549,861,70.03
NG,Product-6550,448,59.32
GH,Product-6551,910,34.66
KE,Product-6552,864,4.87
ZA,Product-6553,712,65.51
MA,Product-6554,651,36.00
NG,Product-6555,84,50.71
GH,Product-6556,484,21.65
KE,Product-6557,789,56.85
ZA,Product-6558,291,17.41
MA,Product-6559,70,1.97
NG,Product-6560,680,0.21
GH,Product-6561,920,84.45
KE,Product-6562,908,26.57
ZA,Product-6563,942,53.24
MA,Product-6564,110,91.03
NG,Product-6565,71,66.55
GH,Product-6566,14,49.77
KE,Product-6567,179,92.75
ZA,Product-6568,994,13.49
MA,Product-6569,712,28.34
NG,Product-6570,839,4.26
GH,Product-6571,60,2.03
KE,Product-6572,492,50.92
ZA,Product-6573,443,56.43
MA,Product-6574,17,40.32
NG,Product-6575,538,77.57
GH,Product-6576,229,10.59
KE,Product-6577,875,73.18
ZA,Product-6578,172,57.94
MA,Product-6579,412,19.98
NG,Product-6580,186,78.88
GH,Product-6581,961,98.44
KE,Product-6582,725,99.83
ZA,Product-6583,636,63.08
MA,Product-6584,157,15.31
NG,Product-6585,638,41.53
GH,Product-6586,581,38.39
KE,Product-6587,874,0.28
ZA,Product-6588,685,50.70
MA,Product-6589,176,66.76
NG,Product-6590,151,78.89
GH,Product-6591,677,45.91
KE,Product-6592,359,56.62
ZA,Product-6593,823,88.74
MA,Product-6594,997,83.14
NG,Product-6595,145,94.98
GH,Product-6596,940,69.03
KE,Product-6597,563,14.42
ZA,Product-6598,709,56.26
MA,Product-6599,27,38.48
NG,Product-6600,276,17.70
GH,Product-6601,893,52.07
KE,Product-6602,619,44.69
ZA,Product-6603,307,15.20
MA,Product-6604,377,76.46
NG,Product-6605,844,68.12
GH,Product-6606,820,68.62
KE,Product-6607,624,62.05
ZA,Product-6608,533,57.04
MA,Product-6609,407,22.19
NG,Product-6610,694,28.06
GH,Product-6611,856,30.92
KE,Product-6612,428,36.04
ZA,Product-6613,349,81.00
MA,Product-6614,355,98.01
NG,Product-6615,384,24.35
GH,Product-6616,158,67.72
KE,Product-6617,162,66.89
ZA,Product-6618,598,34.41
MA,Product-6619,814,74.44
NG,Product-6620,641,65.28
GH,Product-6621,229,3.24
KE,Product-6622,61,51.18
ZA,Product-6623,74,76.16
MA,Product-6624,707,68.61
NG,Product-6625,324,27.02
GH,Product-6626,77,50.12
KE,Product-6627,681,92.66
ZA,Product-6628,868,38.75
MA,Product-6629,730,66.31
NG,Product-6630,911,45.77
GH,Product-6631,615,37.33
KE,Product-6632,730,56.58
ZA,Product-6633,87,76.45
MA,Product-6634,307,66.03
NG,Product-6635,344,28.26
GH,Product-6636,452,77.25
KE,Product-6637,778,81.22
ZA,Product-6638,600,92.06
MA,Product-6639,968,28.03
NG,Product-6640,428,97.37
GH,Product-6641,30,48.43
KE,Product-6642,612,10.37
ZA,Product-6643,757,80.88
MA,Product-6644,992,25.12
NG,Product-6645,797,76.85
GH,Product-6646,387,38.99
KE,Product-6647,126,73.85
ZA,Product-6648,867,76.29
MA,Product-6649,332,18.79
NG,Product-6650,410,26.74
GH,Product-6651,371,81.63
KE,Product-6652,489,89.95
ZA,Product-6653,5,73.91
MA,Product-6654,47,84.53
NG,Product-6655,591,58.20
GH,Product-6656,887,76.50
KE,Product-6657,173,36.27
ZA,Product-6658,318,8.36
MA,Product-6659,701,60.70
NG,Product-6660,898,64.50
GH,Product-6661,640,13.64
KE,Product-6662,817,7.33
ZA,Product-6663,807,33.67
MA,Product-6664,907,96.80
NG,Product-6665,953,20.03
GH,Product-6666,572,29.72
KE,Product-6667,334,77.51
ZA,Product-6668,174,27.36
MA,Product-6669,538,24.99
NG,Product-6670,411,70.62
GH,Product-6671,687,70.44
KE,Product-6672,947,1.28
ZA,Product-6673,341,94.99
MA,Product-6674,912,1.02
NG,Product-6675,540,54.93
GH,Product-6676,936,60.84
KE,Product-6677,660,76.46
ZA,Product-6678,300,3.31
MA,Product-6679,690,15.52
NG,Product-6680,623,17.51
GH,Product-6681,489,7.08
KE,Product-6682,971,68.56
ZA,Product-6683,952,90.73
MA,Product-6684,427,66.29
NG,Product-6685,806,43.11
GH,Product-6686,755,99.99
KE,Product-6687,448,84.14
ZA,Product-6688,379,13.02
MA,Product-6689,589,89.76
NG,Product-6690,353,26.52
GH,Product-6691,538,36.18
KE,Product-6692,880,93.26
ZA,Product-6693,892,68.58
MA,Product-6694,293,33.20
NG,Product-6695,711,90.69
GH,Product-6696,29,19.07
KE,Product-6697,898,26.11
ZA,Product-6698,186,43.40
MA,Product-6699,593,59.31
NG,Product-6700,317,71.08
GH,Product-6701,786,83.39
KE,Product-6702,454,24.97
ZA,Product-6703,910,79.58
MA,Product-6704,921,4.83
NG,Product-6705,746,60.33
GH,Product-6706,855,45.13
KE,Product-6707,289,64.83
ZA,Product-6708,240,73.27
MA,Product-6709,514,97.95
NG,Product-6710,521,84.09
GH,Product-6711,522,35.16
KE,Product-6712,840,53.47
ZA,Product-6713,364,39.61
MA,Product-6714,558,17.79
NG,Product-6715,353,88.07
GH,Product-6716,726,58.48
KE,Product-6717,623,73.95
ZA,Product-6718,194,56.56
MA,Product-6719,613,22.88
NG,Product-6720,127,29.84
GH,Product-6721,313,23.01
KE,Product-6722,439,9.23
ZA,Product-6723,580,47.03
MA,Product-6724,942,57.60
NG,Product-6725,590,89.33
GH,Product-6726,382,58.49
KE,Product-6727,403,43.52
ZA,Product-6728,700,61.27
MA,Product-6729,37,58.60
NG,Product-6730,833,82.36
GH,Product-6731,959,28.90
KE,Product-6732,477,64.68
ZA,Product-6733,617,12.09
MA,Product-6734,364,15.29
NG,Product-6735,967,71.15
GH,Product-6736,473,24.03
KE,Product-6737,244,97.15
ZA,Product-6738,977,36.08
MA,Product-6739,228,46.99
NG,Product-6740,383,87.97
GH,Product-6741,654,62.12
KE,Product-6742,493,25.44
ZA,Product-6743,309,68.76
MA,Product-6744,87,0.86
NG,Product-6745,846,9.68
GH,Product-6746,557,27.92
KE,Product-6747,194,76.35
ZA,Product-6748,623,45.06
MA,Product-6749,523,20.89
NG,Product-6750,20,32.47
GH,Product-6751,151,95.19
KE,Product-6752,293,66.68
ZA,Product-6753,898,68.78
MA,Product-6754,597,75.69
NG,Product-6755,190,78.50
GH,Product-6756,826,78.34
KE,Product-6757,692,17.69
ZA,Product-6758,5,92.06
MA,Product-6759,34,14.25
NG,Product-6760,726,54.45
GH,Product-6761,240,43.52
KE,Product-6762,745,26.63
ZA,Product-6763,470,78.16
MA,Product-6764,616,92.50
NG,Product-6765,310,55.68
GH,Product-6766,69,6.25
KE,Product-6767,152,82.91
ZA,Product-6768,345,58.68
MA,Product-6769,925,87.55
NG,Product-6770,86,37.49
GH,Product-6771,248,39.86
KE,Product-6772,111,42.28
ZA,Product-6773,833,83.62
MA,Product-6774,846,84.09
NG,Product-6775,699,8.17
GH,Product-6776,255,39.84
KE,Product-6777,877,5.56
ZA,Product-6778,182,15.80
MA,Product-6779,226,44.14
NG,Product-6780,730,30.39
GH,Product-6781,97,44.73
KE,Product-6782,171,33.63
ZA,Product-6783,432,68.35
MA,Product-6784,822,93.62
NG,Product-6785,313,16.88
GH,Product-6786,180,36.11
KE,Product-6787,177,69.08
ZA,Product-6788,11,64.95
MA,Product-6789,688,80.80
NG,Product-6790,745,92.04
GH,Product-6791,841,14.28
KE,Product-6792,715,42.31
ZA,Product-6793,813,83.31
MA,Product-6794,75,34.40
NG,Product-6795,339,65.86
GH,Product-6796,644,2.75
KE,Product-6797,28,97.39
ZA,Product-6798,28,93.14
MA,Product-6799,796,56.43
NG,Product-6800,756,46.22
GH,Product-6801,337,22.90
KE,Product-6802,478,96.25
ZA,Product-6803,71,45.39
MA,Product-6804,688,86.82
NG,Product-6805,910,14.37
GH,Product-6806,210,95.83
KE,Product-6807,448,71.65
ZA,Product-6808,492,59.49
MA,Product-6809,221,49.21
NG,Product-6810,756,1.27
GH,Product-6811,626,98.37
KE,Product-6812,227,85.97
ZA,Product-6813,499,33.42
MA,Product-6814,217,0.18
NG,Product-6815,556,88.89
GH,Product-6816,82,87.12
KE,Product-6817,596,29.43
ZA,Product-6818,115,13.39
MA,Product-6819,225,94.42
NG,Product-6820,177,98.63
GH,Product-6821,829,67.03
KE,Product-6822,488,53.48
ZA,Product-6823,202,0.81
MA,Product-6824,650,47.16
NG,Product-6825,111,35.91
GH,Product-6826,57,31.35
KE,Product-6827,54,38.82
ZA,Product-6828,378,2.32
MA,Product-6829,340,69.83
NG,Product-6830,191,94.52
GH,Product-6831,480,73.85
KE,Product-6832,431,93.93
ZA,Product-6833,363,68.81
MA,Product-6834,194,2.77
NG,Product-6835,594,31.31
GH,Product-6836,812,39.58
KE,Product-6837,253,49.07
ZA,Product-6838,132,57.77
MA,Product-6839,259,54.54
NG,Product-6840,50,8.38
GH,Product-6841,609,80.69
KE,Product-6842,870,9.23
ZA,Product-6843,68,22.78
MA,Product-6844,724,11.70
NG,Product-6845,512,24.77
GH,Product-6846,637,45.71
KE,Product-6847,882,52.18
ZA,Product-6848,320,69.22
MA,Product-6849,93,42.90
NG,Product-6850,547,32.11
GH,Product-6851,415,7.68
KE,Product-6852,336,62.21
ZA,Product-6853,67,8.11
MA,Product-6854,83,90.35
NG,Product-6855,685,53.76
GH,Product-6856,589,19.09
KE,Product-6857,646,35.55
ZA,Product-6858,848,62.54
MA,Product-6859,796,27.54
NG,Product-6860,111,2.43
GH,Product-6861,198,36.50
KE,Product-6862,724,7.01
ZA,Product-6863,611,19.43
MA,Product-6864,205,20.04
NG,Product-6865,49,61.71
GH,Product-6866,228,25.47
KE,Product-6867,355,50.34
ZA,Product-6868,975,50.56
MA,Product-6869,231,63.13
NG,Product-6870,171,59.17
GH,Product-6871,896,1.88
KE,Product-6872,718,86.19
ZA,Product-6873,497,46.20
MA,Product-6874,360,69.55
NG,Product-6875,9,18.19
GH,Product-6876,452,56.86
KE,Product-6877,760,88.08
ZA,Product-6878,848,82.72
MA,Product-6879,960,36.14
NG,Product-6880,655,47.51
GH,Product-6881,319,52.67
KE,Product-6882,222,33.52
ZA,Product-6883,25,90.37
MA,Product-6884,955,99.33
NG,Product-6885,546,79.18
GH,Product-6886,999,93.14
KE,Product-6887,86,82.62
ZA,Product-6888,1,15.43
MA,Product-6889,135,14.31
NG,Product-6890,751,41.21
GH,Product-6891,874,10.41
KE,Product-6892,68,12.38
ZA,Product-6893,719,99.40
MA,Product-6894,598,27.41
NG,Product-6895,555,19.88
GH,Product-6896,716,74.07
KE,Product-6897,972,12.30
ZA,Product-6898,428,26.69
MA,Product-6899,927,59.03
NG,Product-6900,343,66.49
GH,Product-6901,276,79.72
KE,Product-6902,107,69.17
ZA,Product-6903,276,46.28
MA,Product-6904,184,63.51
NG,Product-6905,274,1.55
GH,Product-6906,702,1.88
KE,Product-6907,371,8.24
ZA,Product-6908,727,50.47
MA,Product-6909,935,88.45
NG,Product-6910,419,63.52
GH,Product-6911,605,31.58
KE,Product-6912,223,18.27
ZA,Product-6913,898,15.49
MA,Product-6914,606,60.84
NG,Product-6915,108,48.96
GH,Product-6916,602,72.80
KE,Product-6917,313,64.47
ZA,Product-6918,109,77.38
MA,Product-6919,976,90.97
NG,Product-6920,858,38.77
GH,Product-6921,772,85.28
KE,Product-6922,246,48.02
ZA,Product-6923,566,11.68
MA,Product-6924,191,41.71
NG,Product-6925,414,8.24
GH,Product-6926,263,87.85
KE,Product-6927,259,76.09
ZA,Product-6928,699,23.37
MA,Product-6929,903,19.78
NG,Product-6930,548,2.72
GH,Product-6931,337,35.06
KE,Product-6932,607,48.92
ZA,Product-6933,369,93.79
MA,Product-6934,681,81.56
NG,Product-6935,13,98.87
GH,Product-6936,619,75.78
KE,Product-6937,939,12.49
ZA,Product-6938,752,95.22
MA,Product-6939,26,38.81
NG,Product-6940,34,49.21
GH,Product-6941,219,38.52
KE,Product-6942,117,7.36
ZA,Product-6943,191,38.34
MA,Product-6944,853,61.13
NG,Product-6945,279,41.33
GH,Product-6946,127,73.48
